,Inches,CPU_Frequency (GHz),RAM (GB),Weight (kg),Price (SAR),Company_Encoded,Base_Product_Encoded,TypeName_Encoded,Resolution_Width,Resolution_Height,Pixel_Area,IPS_Panel,Retina_Display,Touchscreen,CPU_Company_Intel,CPU_Company_Samsung,CPU_Family_Grouped_A6,CPU_Family_Grouped_A9,CPU_Family_Grouped_Celeron,CPU_Family_Grouped_Core M,CPU_Family_Grouped_Core i3,CPU_Family_Grouped_Core i5,CPU_Family_Grouped_Core i7,CPU_Family_Grouped_Other,CPU_Family_Grouped_Pentium,Primary_Storage_Capacity,Secondary_Storage_Capacity,Total_Storage_GB,Primary_Storage_Type_HDD,Primary_Storage_Type_Hybrid,Primary_Storage_Type_SSD,GPU_Company_Grouped_Intel,GPU_Company_Grouped_Nvidia,GPU_Company_Grouped_Other,GPU_Company_Encoded,GPU_Series_Frequency,OpSys_Encoded
1033,14.0,2.3,8,1.95,4744.150000000001,4288.849216791045,72,2,1920,1080,2073600,0,0,0,True,False,False,False,False,False,False,True,False,False,False,256.0,0.0,256.0,False,False,True,True,False,False,4050.8598208806816,621,6456.205009433963
1034,15.6,2.5,8,1.84,4879.0903,4288.849216791045,55,2,1920,1080,2073600,0,0,0,True,False,False,False,False,False,False,False,True,False,False,256.0,0.0,256.0,False,False,True,True,False,False,4050.8598208806816,621,4687.31573759542
1035,12.5,2.5,8,1.26,5355.530000000001,4288.849216791045,55,3,1920,1080,2073600,0,0,0,True,False,False,False,False,False,False,False,True,False,False,256.0,0.0,256.0,False,False,True,True,False,False,4050.8598208806816,621,4687.31573759542
1036,15.6,2.5,4,2.04,2945.7400000000002,4288.849216791045,72,2,1366,768,1049088,0,0,0,True,False,False,False,False,False,False,True,False,False,False,500.0,0.0,500.0,True,False,False,True,False,False,4050.8598208806816,621,4687.31573759542
1037,14.0,2.6,8,1.47,6848.25,5033.215625,18,3,1920,1080,2073600,1,0,0,True,False,False,False,False,False,False,False,True,False,False,256.0,0.0,256.0,False,False,True,True,False,False,4050.8598208806816,621,4687.31573759542
1038,15.6,2.4,8,2.09,4219.9115,4760.9237274914085,52,2,1920,1080,2073600,0,0,0,True,False,False,False,False,False,False,True,False,False,False,256.0,0.0,256.0,False,False,True,True,False,False,4050.8598208806816,621,6456.205009433963
1039,14.0,2.5,8,1.64,4011.7247,4288.849216791045,72,2,1920,1080,2073600,0,0,0,True,False,False,False,False,False,False,True,False,False,False,256.0,0.0,256.0,False,False,True,True,False,False,4050.8598208806816,621,4687.31573759542
1040,15.6,2.5,4,1.8,3362.59,4342.632991695502,29,4,1920,1080,2073600,1,0,1,True,False,False,False,False,False,False,False,True,False,False,256.0,0.0,256.0,False,False,True,True,False,False,4050.8598208806816,621,4687.31573759542
1041,14.0,1.44,2,1.45,836.8760000000001,5703.702308333333,1,2,1366,768,1049088,0,0,0,True,False,False,False,False,False,False,False,False,False,False,32.0,0.0,32.0,False,False,False,True,False,False,4050.8598208806816,621,4687.31573759542
1042,15.6,2.5,16,2.4,5657.25,5033.215625,18,2,1920,1080,2073600,1,0,0,True,False,False,False,False,False,False,False,True,False,False,256.0,0.0,256.0,False,False,True,False,True,False,5942.078051010101,131,4687.31573759542
1043,15.6,2.3,8,2.3,4166.912,4342.632991695502,99,2,1920,1080,2073600,0,0,0,True,False,False,False,False,False,False,True,False,False,False,256.0,0.0,256.0,False,False,True,True,False,False,4050.8598208806816,621,4687.31573759542
1044,14.0,2.3,4,1.54,3970.0,4288.849216791045,55,2,1920,1080,2073600,0,0,0,True,False,False,False,False,False,False,True,False,False,False,500.0,0.0,500.0,True,False,False,True,False,False,4050.8598208806816,621,4687.31573759542
1045,15.6,2.4,8,1.84,8350.259800000002,4288.849216791045,55,2,1920,1080,2073600,0,0,0,True,False,False,False,False,False,False,True,False,False,False,256.0,0.0,256.0,False,False,True,True,False,False,4050.8598208806816,621,4687.31573759542
1046,14.0,2.3,8,1.43,5831.93,4288.849216791045,55,2,1920,1080,2073600,0,0,0,True,False,False,False,False,False,False,True,False,False,False,256.0,0.0,256.0,False,False,True,True,False,False,4050.8598208806816,621,6456.205009433963
1047,17.3,2.7,16,3.78,6136.1908,6863.765348148148,2,5,1920,1080,2073600,1,0,0,True,False,False,False,False,False,False,False,True,False,False,262144.0,0.0,262144.0,False,False,True,False,True,False,5942.078051010101,236,4687.31573759542
1048,17.3,2.6,16,4.6,9091.2603,4342.632991695502,99,5,1920,1080,2073600,1,0,0,True,False,False,False,False,False,False,False,True,False,False,131072.0,0.0,131072.0,False,False,True,False,True,False,5942.078051010101,236,4687.31573759542
1049,11.6,1.6,4,1.2,1142.963,4461.6040552631575,20,1,1366,768,1049088,0,0,0,True,False,False,False,True,False,False,False,False,False,False,16.0,0.0,16.0,False,False,False,True,False,False,4050.8598208806816,621,2353.180654248366
1051,15.6,2.7,8,1.91,3886.63,4288.849216791045,1,2,1920,1080,2073600,1,0,0,True,False,False,False,False,False,False,False,True,False,False,1024.0,0.0,1024.0,True,False,False,False,True,False,5942.078051010101,131,4687.31573759542
1052,15.6,2.7,8,2.3,4343.18,4760.9237274914085,135,4,1920,1080,2073600,1,0,1,True,False,False,False,False,False,False,True,False,False,False,256.0,0.0,256.0,False,False,True,True,False,False,4050.8598208806816,621,4687.31573759542
1053,15.6,2.5,4,2.04,3886.63,4288.849216791045,72,2,1366,768,1049088,0,0,0,True,False,False,False,False,False,False,True,False,False,False,256.0,0.0,256.0,False,False,True,True,False,False,4050.8598208806816,621,4687.31573759542
1054,13.3,2.7,16,1.2,8948.380000000001,4760.9237274914085,39,3,3200,1800,5760000,0,0,1,True,False,False,False,False,False,False,False,True,False,False,1024.0,0.0,1024.0,False,False,True,True,False,False,4050.8598208806816,621,4687.31573759542
1055,15.6,2.3,4,2.31,2799.4455000000003,4288.849216791045,72,2,1366,768,1049088,0,0,0,True,False,False,False,False,False,True,False,False,False,False,500.0,0.0,500.0,True,False,False,True,False,False,4050.8598208806816,621,4687.31573759542
1056,15.6,2.5,4,1.96,1981.0300000000002,4288.849216791045,25,2,1366,768,1049088,0,0,0,True,False,False,False,False,False,False,True,False,False,False,500.0,0.0,500.0,True,False,False,True,False,False,4050.8598208806816,621,2353.180654248366
1057,15.6,2.2,8,2.4,1782.5300000000002,2514.853888118812,61,2,1366,768,1049088,0,0,0,False,False,False,False,False,False,False,False,False,True,False,1024.0,0.0,1024.0,True,False,False,False,False,False,3088.7654103448276,167,4687.31573759542
1058,13.3,2.7,12,1.6,5157.030000000001,4760.9237274914085,135,4,1920,1080,2073600,1,0,1,True,False,False,False,False,False,False,False,True,False,False,256.0,0.0,256.0,False,False,True,True,False,False,4050.8598208806816,621,4687.31573759542
1059,15.6,2.6,16,2.94,7221.43,6863.765348148148,2,5,1920,1080,2073600,0,0,0,True,False,False,False,False,False,False,False,True,False,False,262144.0,0.0,262144.0,False,False,True,False,True,False,5942.078051010101,236,4687.31573759542
1060,15.6,2.7,8,2.04,4247.900000000001,4288.849216791045,72,2,1920,1080,2073600,0,0,0,True,False,False,False,False,False,False,False,True,False,False,256.0,0.0,256.0,False,False,True,True,False,False,4050.8598208806816,621,4687.31573759542
1061,17.3,2.6,16,4.0,3962.0600000000004,4461.6040552631575,38,5,1920,1080,2073600,1,0,0,True,False,False,False,False,False,False,False,True,False,False,1024.0,0.0,1024.0,True,False,False,False,True,False,5942.078051010101,236,2353.180654248366
1062,15.6,2.5,4,2.25,2219.23,4760.9237274914085,135,2,1920,1080,2073600,0,0,0,True,False,False,False,False,False,False,True,False,False,False,1024.0,0.0,1024.0,True,False,False,True,False,False,4050.8598208806816,621,4687.31573759542
1063,15.6,2.7,16,2.32,3930.2603000000004,4760.9237274914085,135,2,1920,1080,2073600,0,0,0,True,False,False,False,False,False,False,False,True,False,False,2048.0,0.0,2048.0,True,False,False,False,False,False,3088.7654103448276,167,4687.31573759542
1064,15.6,2.6,16,1.8,7658.13,6863.765348148148,4,5,1920,1080,2073600,0,0,0,True,False,False,False,False,False,False,False,True,False,False,262144.0,0.0,262144.0,False,False,True,False,True,False,5942.078051010101,236,4687.31573759542
1065,13.3,2.7,8,1.29,5788.26,4760.9237274914085,39,3,1920,1080,2073600,0,0,0,True,False,False,False,False,False,False,False,True,False,False,256.0,0.0,256.0,False,False,True,True,False,False,4050.8598208806816,621,4687.31573759542
1067,13.3,2.5,8,1.62,3168.0997,4760.9237274914085,135,4,1920,1080,2073600,0,0,1,True,False,False,False,False,False,False,False,True,False,False,256.0,0.0,256.0,False,False,True,True,False,False,4050.8598208806816,621,4687.31573759542
1068,15.6,2.6,16,3.21,5276.13,4760.9237274914085,19,5,3840,2160,8294400,0,0,0,True,False,False,False,False,False,False,False,True,False,False,262144.0,0.0,262144.0,False,False,True,False,True,False,5942.078051010101,236,4687.31573759542
1069,12.0,1.1,8,0.92,5161.0,5703.702308333333,21,3,2304,1440,3317760,1,1,0,True,False,False,False,False,True,False,False,False,False,False,256.0,0.0,256.0,False,False,False,True,False,False,4050.8598208806816,621,6209.868328571429
1070,15.6,2.3,4,2.06,1913.4606,4760.9237274914085,52,2,1366,768,1049088,0,0,0,True,False,False,False,False,False,True,False,False,False,False,500.0,0.0,500.0,True,False,False,True,False,False,4050.8598208806816,621,4687.31573759542
1071,15.6,2.3,4,2.31,4760.030000000001,4288.849216791045,72,2,1366,768,1049088,0,0,0,True,False,False,False,False,False,False,True,False,False,False,500.0,0.0,500.0,True,False,False,True,False,False,4050.8598208806816,621,4687.31573759542
1072,12.5,2.3,8,1.26,4760.030000000001,4288.849216791045,55,3,1920,1080,2073600,0,0,0,True,False,False,False,False,False,False,True,False,False,False,256.0,0.0,256.0,False,False,True,True,False,False,4050.8598208806816,621,6456.205009433963
1073,13.3,2.7,8,1.49,4327.3,4288.849216791045,72,2,1920,1080,2073600,0,0,0,True,False,False,False,False,False,False,False,True,False,False,256.0,0.0,256.0,False,False,True,True,False,False,4050.8598208806816,621,4687.31573759542
1074,12.5,2.5,8,1.3,6802.5553,4342.632991695502,99,3,1920,1080,2073600,1,0,1,True,False,False,False,False,False,False,False,True,False,False,256.0,0.0,256.0,False,False,True,True,False,False,4050.8598208806816,621,4687.31573759542
1075,17.3,2.3,8,3.0,2616.23,4342.632991695502,99,2,1600,900,1440000,0,0,0,True,False,False,False,False,False,False,True,False,False,False,0.0,0.0,0.0,True,False,False,False,False,False,3088.7654103448276,167,4687.31573759542
1076,15.6,2.3,4,2.3,3878.69,4342.632991695502,99,2,1920,1080,2073600,1,0,0,True,False,False,False,False,False,False,True,False,False,False,1024.0,0.0,1024.0,True,False,False,False,True,False,5942.078051010101,236,4687.31573759542
1077,17.3,2.8,16,3.78,9921.03,6863.765348148148,1,5,1920,1080,2073600,0,0,0,True,False,False,False,False,False,False,False,True,False,False,262144.0,0.0,262144.0,False,False,True,False,True,False,5942.078051010101,236,4687.31573759542
1078,15.6,2.3,4,2.1,2143.8,4342.632991695502,8,2,1366,768,1049088,0,0,0,True,False,False,False,False,False,False,True,False,False,False,500.0,0.0,500.0,True,False,False,True,False,False,4050.8598208806816,621,4687.31573759542
1079,15.6,2.3,4,2.31,3731.8,4288.849216791045,72,2,1920,1080,2073600,0,0,0,True,False,False,False,False,False,False,True,False,False,False,500.0,0.0,500.0,True,False,False,True,False,False,4050.8598208806816,621,6456.205009433963
1080,12.5,1.2,8,0.99,5554.030000000001,4342.632991695502,29,3,2560,1440,3686400,1,0,1,True,False,False,False,False,True,False,False,False,False,False,512.0,0.0,512.0,False,False,True,True,False,False,4050.8598208806816,621,4687.31573759542
1082,10.1,1.44,4,0.69,2565.6919000000003,4342.632991695502,29,4,1920,1200,2304000,1,0,1,True,False,False,False,False,False,False,False,False,False,False,64.0,0.0,64.0,False,False,False,True,False,False,4050.8598208806816,621,4687.31573759542
1083,13.3,2.7,16,1.3,8134.530000000001,4288.849216791045,13,3,3840,2160,8294400,1,0,0,True,False,False,False,False,False,False,False,True,False,False,512.0,0.0,512.0,False,False,True,True,False,False,4050.8598208806816,621,4687.31573759542
1084,15.6,2.5,8,2.18,2977.5,4760.9237274914085,33,2,1920,1080,2073600,0,0,0,True,False,False,False,False,False,False,True,False,False,False,256.0,0.0,256.0,False,False,True,True,False,False,4050.8598208806816,621,4687.31573759542
1085,14.0,2.3,4,1.54,4093.0303000000004,4288.849216791045,55,2,1920,1080,2073600,0,0,0,True,False,False,False,False,False,False,True,False,False,False,500.0,0.0,500.0,True,False,False,True,False,False,4050.8598208806816,621,6456.205009433963
1086,15.6,2.5,8,1.9,5935.150000000001,4288.849216791045,15,6,1920,1080,2073600,0,0,0,True,False,False,False,False,False,False,False,True,False,False,256.0,0.0,256.0,False,False,True,False,False,False,3088.7654103448276,131,6456.205009433963
1087,14.0,2.3,8,1.7,4760.030000000001,4342.632991695502,99,2,1920,1080,2073600,0,0,0,True,False,False,False,False,False,False,True,False,False,False,180.0,0.0,180.0,False,False,True,True,False,False,4050.8598208806816,621,6456.205009433963
1088,13.3,1.5,4,1.29,2441.55,4288.849216791045,20,2,3200,1800,5760000,0,0,0,True,False,False,False,False,False,False,False,False,False,True,32.0,0.0,32.0,False,False,False,True,False,False,4050.8598208806816,621,2353.180654248366
1089,15.6,2.2,4,2.4,1536.39,2514.853888118812,61,2,1366,768,1049088,0,0,0,False,False,False,False,False,False,False,False,False,True,False,500.0,0.0,500.0,True,False,False,False,False,False,3088.7654103448276,167,4687.31573759542
1090,15.6,1.6,4,2.2,1562.1553000000001,4760.9237274914085,135,2,1366,768,1049088,0,0,0,True,False,False,False,False,False,False,False,False,False,True,500.0,0.0,500.0,True,False,False,True,False,False,4050.8598208806816,621,2353.180654248366
1091,15.6,2.0,4,1.86,1373.5803,4288.849216791045,25,2,1366,768,1049088,0,0,0,True,False,False,False,False,False,True,False,False,False,False,1024.0,0.0,1024.0,True,False,False,True,False,False,4050.8598208806816,621,2353.180654248366
1092,17.3,2.8,8,2.7,6348.030000000001,4461.6040552631575,38,5,1920,1080,2073600,1,0,0,True,False,False,False,False,False,False,False,True,False,False,262144.0,0.0,262144.0,False,False,True,False,True,False,5942.078051010101,236,4687.31573759542
1093,13.3,1.6,4,1.4,3248.8495000000003,4760.9237274914085,135,3,1920,1080,2073600,1,0,0,True,False,False,False,False,False,False,True,False,False,False,256.0,0.0,256.0,False,False,True,False,False,False,3088.7654103448276,167,4687.31573759542
1094,12.5,2.3,4,2.4,6348.030000000001,4288.849216791045,55,1,1366,768,1049088,0,0,0,True,False,False,False,False,False,False,True,False,False,False,128.0,0.0,128.0,False,False,True,True,False,False,4050.8598208806816,621,6456.205009433963
1095,15.6,2.5,8,2.4,3172.03,2514.853888118812,61,2,1920,1080,2073600,0,0,0,True,False,False,False,False,False,False,True,False,False,False,262144.0,0.0,262144.0,False,False,True,False,True,False,5942.078051010101,236,4687.31573759542
1096,15.6,2.5,8,2.36,2536.036,4760.9237274914085,135,2,1920,1080,2073600,0,0,0,True,False,False,False,False,False,False,True,False,False,False,1024.0,0.0,1024.0,True,False,False,False,False,False,3088.7654103448276,167,4687.31573759542
1097,17.3,2.6,8,2.6,6348.030000000001,6863.765348148148,1,5,1920,1080,2073600,0,0,0,True,False,False,False,False,False,False,False,True,False,False,256.0,0.0,256.0,False,False,True,False,True,False,5942.078051010101,236,4687.31573759542
1098,15.6,1.6,4,1.96,1985.0,4288.849216791045,25,2,1366,768,1049088,0,0,0,True,False,False,False,False,False,False,False,False,False,True,1024.0,0.0,1024.0,True,False,False,True,False,False,4050.8598208806816,621,4687.31573759542
1099,17.3,2.6,16,4.3,9127.03,4461.6040552631575,1,5,1920,1080,2073600,1,0,0,True,False,False,False,False,False,False,False,True,False,False,131072.0,0.0,131072.0,False,False,True,False,True,False,5942.078051010101,236,4687.31573759542
1100,12.5,2.3,4,1.5,4506.5455,4760.9237274914085,52,3,1366,768,1049088,0,0,0,True,False,False,False,False,False,True,False,False,False,False,500.0,0.0,500.0,True,False,False,True,False,False,4050.8598208806816,621,6456.205009433963
1101,12.5,2.3,4,1.5,4632.8709,4760.9237274914085,52,3,1366,768,1049088,0,0,0,True,False,False,False,False,False,True,False,False,False,False,128.0,0.0,128.0,False,False,True,True,False,False,4050.8598208806816,621,6456.205009433963
1102,15.6,1.5,4,2.2,829.73,2514.853888118812,20,2,1366,768,1049088,0,0,0,True,False,False,False,True,False,False,False,False,False,False,16.0,0.0,16.0,False,False,True,True,False,False,4050.8598208806816,621,2353.180654248366
1104,15.6,2.8,16,2.4,4760.030000000001,4342.632991695502,23,5,1920,1080,2073600,0,0,0,True,False,False,False,False,False,False,False,True,False,False,512.0,0.0,512.0,False,False,True,False,True,False,5942.078051010101,236,4687.31573759542
1105,12.5,2.3,8,1.5,5610.007,4760.9237274914085,52,3,1366,768,1049088,0,0,0,True,False,False,False,False,False,False,True,False,False,False,256.0,0.0,256.0,False,False,True,True,False,False,4050.8598208806816,621,6456.205009433963
1106,17.3,2.6,8,2.9,5999.424300000001,6863.765348148148,1,5,1920,1080,2073600,0,0,0,True,False,False,False,False,False,False,False,True,False,False,131072.0,0.0,131072.0,False,False,True,False,True,False,5942.078051010101,236,4687.31573759542
1107,15.6,2.3,4,2.1,3441.9900000000002,4342.632991695502,29,4,1920,1080,2073600,1,0,1,True,False,False,False,False,False,False,True,False,False,False,256.0,0.0,256.0,False,False,True,True,False,False,4050.8598208806816,621,4687.31573759542
1108,15.6,2.5,4,2.1,1580.0600000000002,4288.849216791045,1,2,1920,1080,2073600,0,0,0,False,False,True,False,False,False,False,False,False,False,False,1024.0,0.0,1024.0,True,False,False,False,False,False,3088.7654103448276,167,4687.31573759542
1109,15.6,2.6,16,2.59,5315.83,4461.6040552631575,38,5,1920,1080,2073600,1,0,0,True,False,False,False,False,False,False,False,True,False,False,131072.0,0.0,131072.0,False,False,True,False,True,False,5942.078051010101,236,4687.31573759542
1110,13.3,1.1,8,1.16,6745.030000000001,4288.849216791045,55,2,3200,1800,5760000,0,0,1,True,False,False,False,False,True,False,False,False,False,False,256.0,0.0,256.0,False,False,True,True,False,False,4050.8598208806816,621,4687.31573759542
1111,15.6,2.3,4,2.24,3053.5255,4760.9237274914085,33,2,1366,768,1049088,0,0,0,True,False,False,False,False,False,False,True,False,False,False,500.0,0.0,500.0,True,False,False,False,False,False,3088.7654103448276,167,6456.205009433963
1112,15.6,2.0,4,2.1,1703.13,4342.632991695502,8,2,1366,768,1049088,0,0,0,True,False,False,False,False,False,True,False,False,False,False,128.0,0.0,128.0,False,False,True,True,False,False,4050.8598208806816,621,4687.31573759542
1113,13.3,2.5,8,1.16,7816.93,4288.849216791045,13,3,1920,1080,2073600,0,0,0,True,False,False,False,False,False,False,False,True,False,False,512.0,0.0,512.0,False,False,True,True,False,False,4050.8598208806816,621,4687.31573759542
1114,10.1,1.44,4,0.69,2179.53,4342.632991695502,29,4,1920,1200,2304000,1,0,1,True,False,False,False,False,False,False,False,False,False,False,64.0,0.0,64.0,False,False,False,True,False,False,4050.8598208806816,621,2353.180654248366
1115,13.3,2.4,8,1.23,5474.63,4760.9237274914085,39,3,1920,1080,2073600,0,0,0,True,False,False,False,False,False,False,False,True,False,False,256.0,0.0,256.0,False,False,True,True,False,False,4050.8598208806816,131,4687.31573759542
1117,12.5,2.5,8,1.25,4085.13,5703.702308333333,7,3,3840,2160,8294400,0,0,1,True,False,False,False,False,False,False,False,True,False,False,256.0,0.0,256.0,False,False,True,True,False,False,4050.8598208806816,621,4687.31573759542
1118,13.3,2.7,16,1.05,8837.220000000001,5033.215625,15,3,1920,1080,2073600,0,0,0,True,False,False,False,False,False,False,False,True,False,False,512.0,0.0,512.0,False,False,True,True,False,False,4050.8598208806816,621,4687.31573759542
1119,17.3,2.6,8,3.52,5210.585300000001,4461.6040552631575,38,5,1920,1080,2073600,0,0,0,True,False,False,False,False,False,False,False,True,False,False,131072.0,0.0,131072.0,False,False,True,False,True,False,5942.078051010101,236,4687.31573759542
1120,13.3,1.44,4,1.35,778.12,5703.702308333333,1,2,1920,1080,2073600,0,0,0,True,False,False,False,False,False,False,False,False,False,False,32.0,0.0,32.0,False,False,False,True,False,False,4050.8598208806816,621,4687.31573759542
1121,13.3,2.3,8,1.16,6709.3,4288.849216791045,13,2,1920,1080,2073600,0,0,0,True,False,False,False,False,False,False,True,False,False,False,256.0,0.0,256.0,False,False,True,True,False,False,4050.8598208806816,621,4687.31573759542
1122,14.0,2.3,8,1.43,6006.610000000001,4288.849216791045,55,2,1920,1080,2073600,0,0,0,True,False,False,False,False,False,False,True,False,False,False,256.0,0.0,256.0,False,False,True,True,False,False,4050.8598208806816,621,6456.205009433963
1123,15.6,2.3,4,2.09,2078.8111,4760.9237274914085,52,2,1366,768,1049088,0,0,0,True,False,False,False,False,False,False,True,False,False,False,500.0,0.0,500.0,True,False,False,True,False,False,4050.8598208806816,621,2353.180654248366
1124,15.6,2.4,4,2.0,1726.95,4461.6040552631575,23,2,1366,768,1049088,0,0,0,True,False,False,False,False,False,True,False,False,False,False,1024.0,0.0,1024.0,True,False,False,True,False,False,4050.8598208806816,621,4687.31573759542
1125,14.0,2.5,8,1.8,6625.93,4342.632991695502,99,4,1920,1080,2073600,1,0,1,True,False,False,False,False,False,False,False,True,False,False,256.0,0.0,256.0,False,False,True,True,False,False,4050.8598208806816,621,4687.31573759542
1126,10.1,1.44,4,0.69,1901.63,4342.632991695502,29,4,1920,1200,2304000,1,0,1,True,False,False,False,False,False,False,False,False,False,False,64.0,0.0,64.0,False,False,False,True,False,False,4050.8598208806816,621,4687.31573759542
1127,12.5,2.4,8,1.26,7523.150000000001,4288.849216791045,55,3,1366,768,1049088,0,0,0,True,False,False,False,False,False,False,True,False,False,False,256.0,0.0,256.0,False,False,True,True,False,False,4050.8598208806816,621,6456.205009433963
1128,15.6,2.5,8,2.4,3926.3300000000004,4342.632991695502,23,5,1920,1080,2073600,1,0,0,True,False,False,False,False,False,False,True,False,False,False,131072.0,0.0,131072.0,False,False,True,False,True,False,5942.078051010101,236,2353.180654248366
1129,17.3,2.3,8,3.35,4482.13,4288.849216791045,11,5,1920,1080,2073600,1,0,0,True,False,False,False,False,False,False,True,False,False,False,131072.0,0.0,131072.0,False,False,True,False,True,False,5942.078051010101,236,4687.31573759542
1130,15.6,2.7,8,2.04,2497.13,4288.849216791045,1,2,1366,768,1049088,0,0,0,True,False,False,False,False,False,False,False,True,False,False,2048.0,0.0,2048.0,True,False,False,True,False,False,4050.8598208806816,621,4687.31573759542
1131,14.0,2.6,8,1.8,8140.008600000001,4342.632991695502,99,4,1920,1080,2073600,1,0,1,True,False,False,False,False,False,False,False,True,False,False,512.0,0.0,512.0,False,False,True,False,True,False,5942.078051010101,31,6456.205009433963
1132,14.0,1.1,4,1.5,1103.66,4461.6040552631575,1,2,1366,768,1049088,0,0,0,True,False,False,False,True,False,False,False,False,False,False,32.0,0.0,32.0,False,False,False,True,False,False,4050.8598208806816,621,4687.31573759542
1133,15.6,2.7,8,1.84,2985.44,4288.849216791045,25,3,1920,1080,2073600,0,0,0,True,False,False,False,False,False,False,False,True,False,False,256.0,0.0,256.0,False,False,True,True,False,False,4050.8598208806816,621,4687.31573759542
1134,15.6,2.5,4,2.23,2445.52,2514.853888118812,61,2,1920,1080,2073600,0,0,0,True,False,False,False,False,False,False,True,False,False,False,1024.0,0.0,1024.0,True,False,False,False,True,False,5942.078051010101,131,4687.31573759542
1135,15.6,2.5,16,2.5,4363.030000000001,4342.632991695502,99,2,1920,1080,2073600,0,0,0,True,False,False,False,False,False,False,False,True,False,False,0.0,0.0,0.0,False,True,False,False,False,False,3088.7654103448276,167,4687.31573759542
1137,15.6,2.5,8,2.5,3112.48,4760.9237274914085,135,2,1366,768,1049088,0,0,0,True,False,False,False,False,False,False,True,False,False,False,1024.0,0.0,1024.0,True,False,False,False,False,False,3088.7654103448276,167,4687.31573759542
1138,17.3,2.7,16,3.78,9524.03,6863.765348148148,2,5,1920,1080,2073600,0,0,0,True,False,False,False,False,False,False,False,True,False,False,262144.0,0.0,262144.0,False,False,True,False,True,False,5942.078051010101,236,4687.31573759542
1139,15.6,2.5,8,1.88,8621.7284,4288.849216791045,55,3,1920,1080,2073600,0,0,0,True,False,False,False,False,False,False,False,True,False,False,256.0,0.0,256.0,False,False,True,True,False,False,4050.8598208806816,621,6456.205009433963
1140,14.0,2.6,16,2.8,9686.800000000001,4342.632991695502,99,4,2560,1440,3686400,1,0,1,True,False,False,False,False,False,False,False,True,False,False,512.0,0.0,512.0,False,False,True,True,False,False,4050.8598208806816,621,4687.31573759542
1141,15.6,2.8,8,2.4,4536.916,6863.765348148148,3,5,1920,1080,2073600,0,0,0,True,False,False,False,False,False,False,False,True,False,False,131072.0,0.0,131072.0,False,False,True,False,True,False,5942.078051010101,236,4687.31573759542
1142,13.3,2.4,8,1.48,6467.13,4288.849216791045,13,4,1920,1080,2073600,0,0,1,True,False,False,False,False,False,False,True,False,False,False,256.0,0.0,256.0,False,False,True,True,False,False,4050.8598208806816,621,4687.31573759542
1143,15.6,2.6,8,2.59,8849.130000000001,4288.849216791045,15,6,1920,1080,2073600,1,0,0,True,False,False,False,False,False,False,False,True,False,False,256.0,0.0,256.0,False,False,True,False,True,False,5942.078051010101,31,6456.205009433963
1144,13.3,2.6,8,1.48,7142.030000000001,4288.849216791045,13,4,2560,1440,3686400,0,0,1,True,False,False,False,False,False,False,False,True,False,False,256.0,0.0,256.0,False,False,True,True,False,False,4050.8598208806816,621,4687.31573759542
1145,15.6,2.6,8,2.0,7539.030000000001,4288.849216791045,15,6,1920,1080,2073600,0,0,0,True,False,False,False,False,False,False,False,True,False,False,256.0,0.0,256.0,False,False,True,False,True,False,5942.078051010101,31,6456.205009433963
1146,12.5,2.5,8,1.26,9118.8915,4288.849216791045,55,3,1920,1080,2073600,0,0,0,True,False,False,False,False,False,False,False,True,False,False,256.0,0.0,256.0,False,False,True,True,False,False,4050.8598208806816,621,6456.205009433963
1147,15.6,2.7,8,2.18,4009.303,4760.9237274914085,33,2,1920,1080,2073600,0,0,0,True,False,False,False,False,False,False,False,True,False,False,256.0,0.0,256.0,False,False,True,False,True,False,5942.078051010101,131,4687.31573759542
1148,15.6,2.3,8,1.88,6268.63,4288.849216791045,55,2,1920,1080,2073600,0,0,0,True,False,False,False,False,False,False,True,False,False,False,256.0,0.0,256.0,False,False,True,True,False,False,4050.8598208806816,621,6456.205009433963
1149,14.0,2.5,8,1.27,9285.83,4342.632991695502,99,4,2560,1440,3686400,1,0,1,True,False,False,False,False,False,False,False,True,False,False,256.0,0.0,256.0,False,False,True,True,False,False,4050.8598208806816,621,4687.31573759542
1150,15.6,2.0,4,1.9,1345.8300000000002,4342.632991695502,8,2,1366,768,1049088,0,0,0,True,False,False,False,False,False,True,False,False,False,False,1024.0,0.0,1024.0,True,False,False,True,False,False,4050.8598208806816,621,2353.180654248366
1151,15.6,1.8,4,1.86,1179.0900000000001,4288.849216791045,1,2,1366,768,1049088,0,0,0,False,False,False,False,False,False,False,False,False,True,False,500.0,0.0,500.0,True,False,False,False,False,False,3088.7654103448276,167,4687.31573759542
1152,15.6,2.3,8,2.32,2378.03,4342.632991695502,4,2,1920,1080,2073600,0,0,0,True,False,False,False,False,False,False,True,False,False,False,1024.0,0.0,1024.0,True,False,False,False,False,False,3088.7654103448276,167,2353.180654248366
1153,15.6,2.8,8,2.62,4760.030000000001,4760.9237274914085,135,5,1920,1080,2073600,0,0,0,True,False,False,False,False,False,False,False,True,False,False,1024.0,0.0,1024.0,True,False,False,False,True,False,5942.078051010101,236,4687.31573759542
1154,15.6,2.3,8,2.04,8935.1996,4760.9237274914085,39,2,3840,2160,8294400,1,0,1,True,False,False,False,False,False,False,True,False,False,False,256.0,0.0,256.0,False,False,True,False,True,False,5942.078051010101,131,4687.31573759542
